id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
21381593,"Bright, spacious room with large loggia",29950378,Maximilian,Kreis 9,Albisrieden,47.37183,8.4958,Private room,,4,31,2020-01-02,0.34,1,0,0,
21419036,RELOC Centrally located Design Studio,46465899,"RELOC Serviced Apartments, Zurich",Kreis 11,Seebach,47.41555,8.54505,Entire home/apt,150,7,2,2023-09-15,0.02,12,89,0,
21466718,Bright 1 BR flat (Parkview 1),23561865,Dimi,Kreis 7,Hottingen,47.36626,8.55394,Entire home/apt,151,2,110,2025-03-08,1.23,122,104,20,
21468955,"STADTHAUS exklusiv & gemütlich, 5 Zimmer, 2 Gärten",3092677,Diego,Kreis 9,Altstetten,47.38403,8.49748,Entire home/apt,,4,6,2024-08-03,0.07,2,0,1,
21497605,GDN Apartment 4,3072679,Felix,Kreis 10,Wipkingen,47.39376,8.53007,Entire home/apt,165,30,6,2020-04-05,0.07,5,235,0,
21508610,Eclectic Garden Apartment in a Quiet Residential Area,104788688,Beat,Kreis 10,Höngg,47.40448,8.48579,Entire home/apt,176,2,179,2025-01-05,1.99,2,81,29,
21542690,"Very beautiful, large apartment, free parking",40915235,Kathrin,Kreis 7,Witikon,47.35633,8.6062,Entire home/apt,187,3,158,2025-01-01,1.80,1,225,28,
21589639,Amazing 2BR near Lake - Flower 33,1314526,Giancarlo,Kreis 8,Mühlebach,47.36143,8.55135,Entire home/apt,181,2,4,2025-03-20,1.19,75,26,4,
21590306,Fantastic 3BR near Lake - Pabs 4,1314526,Giancarlo,Kreis 8,Mühlebach,47.36082,8.55276,Entire home/apt,200,2,2,2024-12-03,0.49,75,0,2,
21733471,"Central, cozy 2-room apartment in hip district",158275472,Magdalena,Kreis 4,Langstrasse,47.37531,8.52332,Entire home/apt,,3,25,2020-10-16,0.28,1,0,0,
21760290,Amazing Central Studio - Crown 32,1314526,Giancarlo,Kreis 6,Unterstrass,47.38807,8.53739,Entire home/apt,96,2,4,2025-03-19,1.22,75,36,4,
21760542,Spacious studio with balcony (Vineyard 71),1314526,Giancarlo,Kreis 6,Unterstrass,47.38035,8.54372,Entire home/apt,101,2,17,2025-03-20,1.81,75,12,17,
21761038,2BR near lake (Flower 23),1314526,Giancarlo,Kreis 8,Seefeld,47.36065,8.55136,Entire home/apt,213,2,8,2025-03-16,5.33,75,33,8,
21764617,"Perfect location near the airport,transport outdor",68462821,Vincenzo,Kreis 11,Oerlikon,47.40726,8.55132,Private room,192,20,99,2020-10-31,1.11,1,365,0,
21823543,3 Room (2BR) Serviced Apartment Zurich city,34541936,Strahinja,Kreis 4,Hard,47.37853,8.51395,Entire home/apt,163,1,399,2025-02-16,4.49,11,27,65,
21890929,Executive 1BD flat / city center (Hösch 4),23561865,Dimi,Kreis 8,Seefeld,47.35733,8.55358,Entire home/apt,152,2,109,2025-02-21,1.24,122,69,11,
21931545,Gemütliche Wohnung mit tollen Ausblick,109770104,Linda,Kreis 11,Affoltern,47.42293,8.51255,Private room,,35,0,,,1,0,0,
22023471,Best area at the lake,13570663,Christian Robert,Kreis 8,Mühlebach,47.34968393495061,8.56254923143869,Entire home/apt,62,3,87,2025-03-20,0.98,40,305,14,
22137695,2 room (1BR) Apartment Zurich City,34541936,Strahinja,Kreis 4,Hard,47.37843,8.5141,Entire home/apt,155,1,511,2025-03-09,5.76,11,23,69,
22245449,Spacious room in Zurich,160271099,V,Kreis 6,Unterstrass,47.3947,8.54022,Private room,,1,0,,,1,0,0,
22261444,"Relax and enjoy ""Little big city Zürich"".",8061776,Salvia,Kreis 2,Wollishofen,47.33019,8.53608,Private room,,2,4,2023-07-24,0.05,3,0,0,
22280702,cozy apartment near lake & only 30 min to center,162818374,Nonen,Kreis 2,Wollishofen,47.33281,8.53552,Private room,,1,0,,,1,0,0,
22323761,"Downtown Duplex Apartment (140m2), incl. Parking",1788253,Thierry,Kreis 4,Langstrasse,47.37455,8.52999,Entire home/apt,268,1,356,2025-03-17,4.05,4,177,33,
22364826,Your own apartment in Zurich center,3387193,Dorothea,Kreis 6,Oberstrass,47.37793,8.54704,Entire home/apt,84,2,416,2025-03-01,4.73,2,27,45,
22394369,Studio at the historical old Town near Station,13570663,Christian Robert,Kreis 1,Rathaus,47.37329,8.5446,Entire home/apt,66,3,91,2025-03-21,1.03,40,264,20,
22445392,1BR near lake (Joy),1314526,Giancarlo,Kreis 8,Seefeld,47.3558,8.55615,Entire home/apt,128,2,4,2024-12-21,0.05,75,23,3,
22445642,1BR flat near lake and city center (Mainau 18.3),1314526,Giancarlo,Kreis 8,Seefeld,47.36067,8.54867,Entire home/apt,131,12,2,2025-03-08,0.61,75,18,2,
22566124,Schöne Dachwohnung in der Stadt Zürich,165835749,Larissa,Kreis 3,Sihlfeld,47.37134,8.52032,Private room,,365,10,2018-04-02,0.12,1,88,0,
22603157,Luxury Downtown Penthouse Duplex Apartment,1788253,Thierry,Kreis 4,Langstrasse,47.37455,8.52999,Entire home/apt,740,1,53,2025-02-17,0.63,4,234,11,
22607990,Studio Apartment in the City Center (14),58818657,Book A Home AG,Kreis 6,Unterstrass,47.38862228393555,8.54399299621582,Entire home/apt,107,7,5,2024-08-18,0.07,47,35,2,
22608055,Studio Apartment in the City Center (16),58818657,Book A Home AG,Kreis 6,Unterstrass,47.38862228393555,8.54399299621582,Entire home/apt,150,7,0,,,47,77,0,
22608164,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.41887,8.50807,Entire home/apt,95,7,0,,,47,87,0,
22608276,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.41887,8.50807,Entire home/apt,95,7,0,,,47,87,0,
22608468,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.42287,8.51473,Entire home/apt,95,7,0,,,47,87,0,
22608555,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.41887,8.50807,Entire home/apt,95,7,6,2024-07-16,0.18,47,87,1,
22608635,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.42287,8.51473,Entire home/apt,95,7,0,,,47,87,0,
22608669,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.41887,8.50807,Entire home/apt,95,7,1,2020-01-16,0.02,47,87,0,
22608722,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.422874450683594,8.514734268188477,Entire home/apt,95,7,0,,,47,87,0,
22609744,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.41887,8.50807,Entire home/apt,95,7,0,,,47,87,0,
22609774,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.42287,8.51473,Entire home/apt,95,7,0,,,47,87,0,
22609828,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.41887,8.50807,Entire home/apt,95,7,1,2019-08-11,0.01,47,87,0,
22609860,Easy Studio Apartment (17),58818657,Book A Home AG,Kreis 11,Affoltern,47.42287,8.51473,Entire home/apt,95,7,1,2018-10-15,0.01,47,87,0,
22609894,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.42287,8.51473,Entire home/apt,95,7,5,2019-09-17,0.06,47,87,0,
22609939,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.42287,8.51473,Entire home/apt,95,7,0,,,47,87,0,
22609983,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.41887,8.50807,Entire home/apt,95,7,0,,,47,87,0,
22610019,Easy Studio Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.41887,8.50807,Entire home/apt,95,7,0,,,47,87,0,
22611779,Easy Two Bedroom Apartment,58818657,Book A Home AG,Kreis 11,Affoltern,47.422874450683594,8.514734268188477,Entire home/apt,160,7,4,2024-07-15,0.23,47,87,3,
22612724,Budget 2 Bedroom Apartment in central location,58818657,Book A Home AG,Kreis 11,Seebach,47.4202,8.54892,Entire home/apt,,7,2,2024-07-11,0.03,47,0,1,
22612904,Budget 1 Bedroom Apartment in central location,58818657,Book A Home AG,Kreis 11,Seebach,47.4202,8.54892,Entire home/apt,124,7,1,2024-05-06,0.09,47,87,1,
22613030,Budget 1 Bedroom Apartment in central location,58818657,Book A Home AG,Kreis 11,Seebach,47.4202,8.549,Entire home/apt,124,7,0,,,47,87,0,
22694368,Penthouse White Riviera House,1509492,Villa,Kreis 2,Wollishofen,47.33783,8.5393,Entire home/apt,1200,2,3,2024-09-28,0.34,3,364,3,
22756581,"Zurich - spacious, elegant & bright 3-Br/3-ba Apt.",2616961,Stefan,Kreis 7,Hottingen,47.36785,8.55794,Entire home/apt,625,14,2,2023-05-17,0.03,1,193,0,
22778929,Steps away from,121653596,Cassandra,Kreis 2,Wollishofen,47.33741,8.53863,Private room,,1,0,,,1,0,0,
22805760,The Coolidge Studio,13770499,Martin,Kreis 7,Fluntern,47.37835,8.55913,Entire home/apt,,2,57,2019-09-27,0.66,7,0,0,
22873221,Freundliches Zimmer,169241580,Lisa,Kreis 7,Fluntern,47.38266,8.56131,Private room,76,4,21,2022-07-19,0.24,1,363,0,
22883252,Bright Room in Zurich City,16932717,Nathalie,Kreis 3,Sihlfeld,47.37759,8.50094,Private room,,6,18,2024-12-20,0.21,1,0,4,
22951344,RELOC Modern studio in Zurich Oerlikon,46465899,"RELOC Serviced Apartments, Zurich",Kreis 11,Seebach,47.4166,8.5462,Entire home/apt,130,7,2,2023-05-19,0.05,12,45,0,
23035346,New ! Luxury studio with spectacular views !,13570663,Christian Robert,Kreis 1,Rathaus,47.37186,8.54224,Entire home/apt,110,3,109,2024-09-30,1.26,40,325,7,
23047265,Stadt Zürich-Studio nähe Albisriederplatz 4206,19610180,Rossana,Kreis 4,Hard,47.38109,8.5059,Entire home/apt,95,1,155,2024-12-25,1.79,18,315,30,
23099204,Zimmer in supermodernem Appartment mit Tiefgarage.,74438474,Dana,Kreis 7,Witikon,47.3581,8.57802,Private room,86,1,55,2024-12-13,0.64,1,87,12,
23322898,Le Bijou Lintheschergasse / Zurich HB 1st floor,475053,James,Kreis 1,City,47.37682,8.53883,Entire home/apt,382,1,101,2025-03-11,1.38,14,340,31,
23323768,Le Bijou Lintheschergasse / Zurich HB 3rd floor,475053,James,Kreis 1,City,47.37784,8.53784,Entire home/apt,468,1,48,2025-02-15,0.63,14,353,17,
23324274,Le Bijou Lintheschergasse / Zurich HB 2nd floor,475053,James,Kreis 1,City,47.37761,8.53823,Entire home/apt,413,1,55,2025-03-01,0.74,14,362,19,
23325594,Le Bijou Lintheschergasse / Zurich HB 4th floor,475053,James,Kreis 1,City,47.37727,8.53973,Entire home/apt,447,1,78,2025-03-15,1.03,14,329,18,
23356348,Penthouse Apartment with Balcony View of the Alps,138103745,Marco,Kreis 11,Seebach,47.41582,8.56159,Private room,99,2,5,2024-10-23,0.06,1,364,1,
23422713,Room Manesse 3,174690521,Michael,Kreis 3,Alt-Wiedikon,47.36691,8.52116,Private room,50,1,369,2025-03-19,4.29,3,274,87,
23424207,Room Manesse 1,174690521,Michael,Kreis 3,Alt-Wiedikon,47.36643,8.51944,Private room,60,1,288,2025-03-23,3.35,3,302,84,
23445727,Big Attic Apartment Zurich City,34541936,Strahinja,Kreis 4,Hard,47.37843,8.5141,Entire home/apt,189,1,470,2025-03-15,5.48,11,27,59,
23477793,Stylish apartment in trendy Kreis 5,22424188,Natalia,Kreis 5,Gewerbeschule,47.38389,8.52853,Entire home/apt,,4,8,2023-04-15,0.09,1,0,0,
23481167,Super central city appartment at lake Zurich,106365900,Christian,Kreis 2,Enge,47.36617,8.53691,Entire home/apt,,2,87,2024-12-09,1.02,1,0,1,
23492726,Cozy 2 room (1BR) Apartment in Zurich City,34541936,Strahinja,Kreis 4,Hard,47.379,8.51521,Entire home/apt,135,1,430,2025-02-27,5.02,11,25,73,
23532672,THE FLAG Zurich - Business Apartment in Altstetten,175646878,THE FLAG Zürich,Kreis 9,Altstetten,47.38737,8.49405,Hotel room,,1,257,2025-01-26,3.32,8,346,16,
23621941,Hotel Opera Zürich,180734864,Monika,Kreis 8,Mühlebach,47.36525,8.54841,Private room,700,60,5,2019-06-09,0.06,1,364,0,
23666044,Apartment for rent 4 km from the main station,41145466,Rodrigo,Kreis 9,Albisrieden,47.37766,8.48344,Entire home/apt,120,4,1,2024-07-18,0.12,1,66,1,
23738232,Sunny and bright flat middle of Zürich,8635618,Ana Marija,Kreis 4,Werd,47.37072,8.52746,Entire home/apt,165,2,10,2024-09-13,0.12,1,99,2,
23867310,3 ROOM (2BR) APARTMENT Zurich City,34541936,Strahinja,Kreis 4,Hard,47.37754,8.51455,Entire home/apt,132,1,330,2025-03-16,3.87,11,33,46,
23868386,### LUXURY City-Apartment ###,71504709,Jens,Kreis 7,Hottingen,47.36746,8.5577,Entire home/apt,,2,142,2021-01-01,1.67,1,0,0,
23890113,Zurich chic loft perfect for business or leisure,179524544,Rachelle,Kreis 6,Unterstrass,47.40103,8.54434,Entire home/apt,116,4,66,2024-12-14,0.78,1,224,8,
24054809,Stadt Zürich- Kleines Studio Albisriederplatz 4102,19610180,Rossana,Kreis 3,Sihlfeld,47.37912,8.50647,Entire home/apt,75,1,309,2025-02-28,3.65,18,346,19,
24193619,"Zentrale, moderne Attikawohnung mit Dachterrrassen",142597918,Micaela,Kreis 11,Oerlikon,47.40875,8.54568,Entire home/apt,145,3,20,2024-06-12,0.24,1,34,1,
24256245,Room in Kreis 3,8410320,André,Kreis 3,Alt-Wiedikon,47.3686,8.51094,Private room,94,7,5,2024-07-21,0.07,1,87,1,
24366384,"Erleben Sie Zürich, Apart. 03",84830246,Bandula,Kreis 4,Langstrasse,47.38221,8.52827,Entire home/apt,,1,94,2020-03-01,1.11,6,0,0,
24433771,Watch Sunrises From an Apartment in a Century-Old Mansion,104788688,Beat,Kreis 10,Höngg,47.40451,8.48587,Entire home/apt,390,2,154,2025-03-16,1.85,2,257,50,
24515415,"Zentral in der Limmatstadt Zürich,  Apart. 01",84830246,Bandula,Kreis 4,Langstrasse,47.38172,8.52865,Entire home/apt,,1,64,2020-10-02,0.77,6,0,0,
24566855,"Erlebe die Vielfalt von Zürich,  Apart. 04",84830246,Bandula,Kreis 5,Gewerbeschule,47.38363,8.52889,Entire home/apt,,1,70,2020-03-06,0.83,6,0,0,
24688807,Room 2 Double room with a balcony,40667302,Peter/Engin,Kreis 7,Fluntern,47.37957,8.56016,Private room,120,1,12,2024-08-03,0.15,14,323,1,
24744786,Very spacious studio with balcony (Parkview 2),23561865,Dimi,Kreis 7,Hottingen,47.36611,8.55402,Entire home/apt,107,2,116,2025-02-21,1.40,122,16,16,
24768262,Comfort apartment in Zurich. Close to tram.,47315876,Jakub,Kreis 9,Albisrieden,47.36939,8.49282,Entire home/apt,,6,24,2022-09-26,0.29,1,0,0,
24787409,Room for 2 in Apartment near the lake.,17781166,Moeen,Kreis 2,Wollishofen,47.34081,8.52944,Private room,91,1,1,2018-09-16,0.01,1,179,0,
24802237,"bright,modern & spacious room in the heartofZürich",12150076,Debi,Kreis 7,Hirslanden,47.3642,8.55754,Private room,61,7,13,2025-02-23,0.16,1,51,6,
24878068,"Short-term apartment, two blocks from Lake Zurich",126275617,C,Kreis 8,Weinegg,47.36287,8.55725,Entire home/apt,,30,5,2021-07-27,0.10,1,0,0,
24878943,2.5 room perfectly located and fully equipped,1148352,Yilmaz,Kreis 10,Höngg,47.40411,8.48395,Entire home/apt,,30,5,2018-12-21,0.06,1,0,0,
24925488,Comfortable room in Zurich - Oerlikon,186399063,Josie,Kreis 11,Oerlikon,47.41257,8.54556,Private room,103,3,4,2019-09-06,0.05,2,362,0,
25072390,3 Room Flat in Zürich‘s top central location,163720139,Daniel,Kreis 7,Hirslanden,47.36388,8.55985,Entire home/apt,140,2,137,2025-01-06,1.90,1,102,36,
25182723,Stadt Zürich- gemütliches Zimmer (4),19610180,Rossana,Kreis 9,Altstetten,47.38105,8.48223,Private room,55,30,23,2024-01-23,0.29,18,245,0,
25222128,"Geniessen Sie die Vielfalt von Zürich,  Apart. 02",84830246,Bandula,Kreis 5,Gewerbeschule,47.38206,8.52983,Entire home/apt,,2,3,2019-09-19,0.04,6,0,0,
25405835,"Cozy room, nice mountain’s view & relax atmosphere",8053883,Marie,Kreis 7,Hirslanden,47.36092,8.56649,Private room,57,20,72,2025-03-01,0.87,2,61,10,
25424250,Nice room. Close to Irchel Uni.,191920583,Henri,Kreis 6,Unterstrass,47.39394,8.54045,Private room,63,2,14,2025-01-11,0.17,1,37,7,
25436446,"Cosy, beautiful room. Suitable for home office.",14673570,Paula,Kreis 9,Altstetten,47.3884,8.48232,Private room,74,5,47,2025-01-02,1.08,2,179,15,
25651402,Loft Wohnung  mit Terasse,6251051,Leona,Kreis 8,Seefeld,47.35846,8.55174,Entire home/apt,320,1,48,2025-01-02,0.58,1,267,14,
25716104,"Zürich wartet auf Sie, Apart. 05",84830246,Bandula,Kreis 4,Langstrasse,47.38191,8.52821,Entire home/apt,,1,95,2020-03-17,1.15,6,0,0,
25878304,Cozy room in Zürich,193189750,Jelena,Kreis 3,Friesenberg,47.36876,8.50527,Private room,,1,47,2023-11-15,0.57,1,0,0,
25995484,"Romantic garden view, calm & stylish",9220328,Duri,Kreis 6,Oberstrass,47.391,8.5478,Entire home/apt,94,3,177,2025-01-30,2.15,3,290,26,
26006157,"Historic, calm & stylish",9220328,Duri,Kreis 6,Oberstrass,47.391,8.5478,Entire home/apt,81,3,141,2025-02-05,1.71,3,312,34,
26046317,Suite in Private Apartment near Zurich Bellevue,2769325,Simon,Kreis 8,Seefeld,47.35613,8.55407,Private room,,2,154,2024-09-04,1.87,1,0,6,
26195945,"Zurich Old Town, Studio - exclusive",58977221,Trudi,Kreis 1,Rathaus,47.36939,8.54563,Private room,166,2,76,2024-09-06,0.94,2,198,4,
26223531,beautiful big Private room,197027500,Anouar,Kreis 7,Hirslanden,47.36095,8.56236,Private room,55,25,51,2025-01-02,0.62,1,30,6,
26364880,Stylish & spacious studio close to Kunsthaus & ETH,198265997,Alissa,Kreis 7,Hottingen,47.37076,8.55216,Entire home/apt,166,2,4,2025-02-07,0.15,9,360,2,
26414826,Central & cosy apartment in calm area,198265997,Alissa,Kreis 7,Hottingen,47.36595,8.55036,Entire home/apt,134,3,5,2023-12-10,0.06,9,107,0,
26417842,Cosy & quiet studio in peaceful area,198265997,Alissa,Kreis 7,Hottingen,47.36593,8.55072,Entire home/apt,108,2,6,2024-11-08,0.07,9,104,1,
26524803,Room 5 min from Oerlikon train station,178534905,Nana,Kreis 11,Affoltern,47.41633,8.5294,Private room,51,1,19,2025-01-31,0.29,1,41,9,
26651254,Private bright room for August in Höngg,16890683,Francesco,Kreis 10,Höngg,47.40486,8.49168,Private room,5000,15,0,,,1,27,0,
26702871,newly renovated apartment in the heart of Zurich,12569223,Felix,Kreis 10,Wipkingen,47.39434,8.53226,Entire home/apt,255,20,0,,,1,354,0,
26703120,Stylish Apartment on restaurant street yet quiet,185739676,Chinedu Osben,Kreis 5,Gewerbeschule,47.3842,8.52824,Entire home/apt,,13,9,2021-06-05,0.14,1,0,0,
26703294,B&BVillaZurichberg,94601949,Judy,Kreis 7,Hottingen,47.37624,8.56742,Entire home/apt,996,1,260,2025-01-12,3.20,5,82,15,
26765894,Spacious modern loft near the center,13725268,Sara,Kreis 5,Escher Wyss,47.38838,8.51564,Entire home/apt,115,1,5,2025-03-14,1.00,1,1,5,
26812516,Cosy room in a loft with a terrace and own balcony,13365928,Maher,Kreis 2,Enge,47.36055,8.52684,Private room,64,1,98,2025-03-16,1.23,3,1,12,
26954275,Cosy Zurich studio,11254267,Sabrina,Kreis 2,Enge,47.35972,8.5283,Entire home/apt,,2,14,2024-09-20,0.94,1,0,6,
26954506,"2 Room flat, nice and quiet with balcony",3708465,Jan,Kreis 3,Alt-Wiedikon,47.3646,8.51839,Entire home/apt,,19,4,2025-01-31,0.06,1,0,2,
27106373,Peaceful and close to the city center 5 min away,135091719,Luwi,Kreis 10,Wipkingen,47.3929,8.53221,Entire home/apt,99,5,7,2023-09-16,0.10,1,81,0,
27144951,Brandnew studio-suite with balcony,13570663,Christian Robert,Kreis 8,Seefeld,47.3574,8.55399,Entire home/apt,101,3,149,2025-03-07,1.87,40,332,22,
27151703,"Cosy, perfectly located Flat in Zürich-Wiedikon",19724612,Tania,Kreis 3,Alt-Wiedikon,47.36926,8.51419,Entire home/apt,,7,2,2019-09-24,0.03,1,0,0,
27223887,cosy apartment between city center and airport,45426252,Mike,Kreis 11,Affoltern,47.41269,8.52452,Entire home/apt,119,1,7,2022-06-29,0.10,1,89,0,
27400610,City Centre Spacious Studio Apartment E28 Gold,15038541,Cher.,Kreis 4,Werd,47.3737149,8.5219012,Entire home/apt,132,1,451,2025-03-09,5.60,17,262,85,
27412907,2 room (1BR) flat Zurich City,34541936,Strahinja,Kreis 4,Hard,47.37955,8.51479,Entire home/apt,138,1,383,2025-03-16,4.74,11,15,84,
27497241,Beautiful Apartment in Zürich,6259816,Sebastian,Kreis 10,Wipkingen,47.39597,8.52329,Entire home/apt,,2,22,2024-06-30,0.28,1,0,2,
27519163,"Neue moderne 2.5 Zimmer Wohnung, inkl. Parkplatz",80190516,Pascal,Kreis 11,Seebach,47.42487,8.54513,Entire home/apt,,2,7,2024-11-03,0.09,1,0,1,
27595070,N5 Apartment in the heart of Zurich,12886487,Stephanie,Kreis 1,Rathaus,47.37432,8.54336,Entire home/apt,133,1,92,2025-03-13,1.31,98,292,23,
27596262,ZH Tiger - Altstetten HITrental Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.38478,8.4922,Entire home/apt,93,1,9,2025-03-16,0.12,98,296,1,
27596263,ZH Tiger I - Altstetten HITrental Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.38554,8.49315,Entire home/apt,93,1,6,2024-09-21,0.08,98,304,2,
27596264,ZH Tiger II - Altstetten HITrental Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.38537,8.49383,Entire home/apt,93,1,2,2021-11-18,0.04,98,82,0,
27596266,ZH Jaguar - Altstetten HITrental Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.38505,8.49212,Entire home/apt,97,1,12,2022-10-26,0.16,98,283,0,
27596267,ZH Tiger III - Altstetten HITrental Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.3861,8.49216,Entire home/apt,93,1,4,2024-08-04,0.06,98,235,1,
27596269,ZH Jaguar I - Altstetten HITrental Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.38683,8.49384,Entire home/apt,97,1,3,2024-11-01,0.11,98,307,1,
27596270,ZH Jaguar III - Altstetten HITrental Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.38504,8.49306,Entire home/apt,97,1,5,2024-08-28,0.08,98,82,2,
27596271,ZH Jaguar II - Altstetten HITrental Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.38487,8.49385,Entire home/apt,97,1,10,2023-05-23,0.13,98,174,0,
27596273,ZH Lion - Altstetten HITrental Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.3863,8.49256,Entire home/apt,,1,21,2023-12-27,0.27,98,143,0,
27596274,ZH Lion I - Altstetten HITrental Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.38551,8.49346,Entire home/apt,101,1,6,2024-01-05,0.09,98,82,0,
27596275,ZH Lion II - Altstetten HITrental Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.38516,8.49245,Entire home/apt,,1,0,,,98,0,0,
27596279,ZH Lion III - Altstetten HITrental Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.38547,8.49205,Entire home/apt,101,1,3,2024-09-25,0.24,98,236,2,
27607825,"Centrally located, Spacious Modern Apartment",67017419,Himanshu And Vishvala,Kreis 10,Höngg,47.39916,8.50557,Entire home/apt,333,3,47,2023-07-18,0.59,1,250,0,
27655386,Villa Kunterbunt,208638787,Ursula,Kreis 11,Oerlikon,47.40755,8.53746,Private room,170,1,2,2024-07-10,0.07,1,180,1,
27833401,Cozy room with nice view & relax atmosphere,8053883,Marie,Kreis 7,Hirslanden,47.36021,8.56973,Private room,56,18,98,2025-02-25,1.22,2,62,17,
27841494,Zürich Wohnung,210237775,Karin,Kreis 9,Altstetten,47.38772,8.48646,Entire home/apt,104,2,11,2024-09-01,0.14,1,70,3,
27890435,Cheapest bed in Zürich,13161605,Jakub Henryk,Kreis 11,Affoltern,47.416521650797485,8.507712376836865,Entire home/apt,40,1,16,2024-12-30,0.21,1,7,11,
27894926,Gästezimmer in Zürich Oerlikon,108241939,Olivier,Kreis 12,Saatlen,47.41465,8.56029,Private room,,1,25,2020-11-18,0.31,1,0,0,
27898567,Queenroom with Balcony&Lakeview,94601949,Judy,Kreis 7,Fluntern,47.37672,8.56673,Private room,118,1,39,2025-03-09,0.49,5,63,12,
27913090,make yourself at home in the middle of Zürich,74862421,Sabrina,Kreis 5,Gewerbeschule,47.38495,8.52821,Private room,81,5,13,2023-12-24,0.46,1,82,0,
27986363,Beautiful room in a loft in the middle of Zurich,13365928,Maher,Kreis 2,Enge,47.3619,8.52566,Private room,,2,109,2025-03-17,1.37,3,1,16,
28049209,Neat and bright 1-bedroom apartment,9535996,Franz,Kreis 9,Albisrieden,47.38139,8.49768,Entire home/apt,,20,15,2024-12-01,0.19,1,0,2,
28061232,"Close to public transportation, convenient (2.)",3592245,Fabio,Kreis 6,Unterstrass,47.39961,8.54107,Private room,53,3,21,2025-01-31,0.28,4,50,6,
28196760,large and modern apartment in the heart of Zurich!,7968465,Mirjam,Kreis 4,Langstrasse,47.37796,8.52176,Entire home/apt,,4,27,2023-07-28,0.34,1,0,0,
28234456,Family Suite 44qm ²  (3.3),13570663,Christian Robert,Kreis 8,Seefeld,47.3588,8.55338,Entire home/apt,130,3,121,2025-03-07,1.60,40,288,37,
28272792,Doubleroom with Lakeview,94601949,Judy,Kreis 7,Fluntern,47.37645,8.56579,Private room,94,1,112,2025-03-16,1.41,5,216,15,
28284155,"1.5 Zimmer WG im Zentrum von Zürich, Stauffacher",9179543,Dein,Kreis 4,Langstrasse,47.37375,8.52946,Private room,225,2,3,2019-07-16,0.04,1,83,0,
28426226,Executive 2 BD flat / city center (Hösch 5),23561865,Dimi,Kreis 8,Seefeld,47.35668,8.55389,Entire home/apt,193,2,109,2025-01-02,1.43,122,16,11,
28428989,Balcony Suite in the City (SH-2.4R),25291258,Delta,Kreis 11,Oerlikon,47.40118408203125,8.545225143432617,Entire home/apt,117,1,42,2025-03-15,0.60,38,244,15,
28445279,Boutique Studio at best area (2.1),13570663,Christian Robert,Kreis 8,Seefeld,47.35731,8.55337,Private room,96,3,92,2025-03-05,1.16,40,330,11,
28484637,"Sunny, central and peaceful home at the river",5217107,Emre,Kreis 10,Wipkingen,47.38853,8.53419,Entire home/apt,,4,5,2021-08-19,0.06,1,0,0,
28607214,Zimmer mit eigenem DuschBad / room with  bath,2904606,Sigrid,Kreis 7,Hottingen,47.36875,8.55794,Private room,,5,31,2025-03-18,0.39,1,0,8,
28620125,Family Royal Suite 44m2 at the best area 3.3,13570663,Christian Robert,Kreis 8,Seefeld,47.35765,8.55316,Entire home/apt,118,3,117,2025-03-11,1.48,40,298,26,
28648431,2.5 Zimmer Wohnung nahe Tramstation in Zürich City,216173844,Laila,Kreis 11,Seebach,47.41826847077293,8.548267520964146,Entire home/apt,88,5,0,,,1,178,0,
28652826,Cozy Zurich Retreat with Balcony,34923781,Vivian,Kreis 6,Unterstrass,47.40054660262526,8.53986344862381,Entire home/apt,85,2,4,2024-12-15,0.77,1,19,4,
