id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
73282,"Clean, central, quiet",377532,Simona,Kreis 3,Sihlfeld,47.37167,8.51948,Entire home/apt,,1125,47,2019-04-27,0.30,1,358,0,
143821,LOFT on 2 floors in Sihlcity Zürich,697307,Erhan,Kreis 3,Alt-Wiedikon,47.35761,8.52131,Entire home/apt,232,3,0,,,1,269,0,
178448,"a lovely place, top location",854016,Delphine,Kreis 2,Enge,47.36514,8.52615,Private room,48,5,9,2016-05-10,0.05,1,54,0,
227039,*Luxury Penthouse in the heart of trendy Zurich*,1184427,Lucas,Kreis 5,Escher Wyss,47.38942,8.51881,Entire home/apt,521,4,31,2023-08-22,0.19,1,101,0,
283737,Best Location in Zurich Oldtown,1477771,Nuria,Kreis 1,Rathaus,47.37372,8.54452,Entire home/apt,159,4,367,2024-11-05,2.29,3,97,23,
292351,120 sqM - 3 bedrooms + lounge in central Zurich,1513739,Anil,Kreis 4,Hard,47.38066,8.50657,Entire home/apt,,5,11,2024-08-11,0.13,1,0,1,
310964,Large Apartment - Center of Zurich,1266114,Kim,Kreis 1,Hochschulen,47.36713,8.54868,Entire home/apt,360,7,13,2019-01-06,0.08,1,81,0,
577683,Garden Apartment in Zurich West with private Gym,1240329,Claudio,Kreis 10,Höngg,47.4049,8.49555,Entire home/apt,162,7,7,2021-07-03,0.05,1,148,0,
610348,"Duplex  Flat, 120 m2 7-8  persons",3026473,Leandra,Kreis 11,Oerlikon,47.40703,8.55232,Entire home/apt,209,5,154,2025-02-14,1.01,2,304,17,
620130,NB1: Charming 2-room apartment,3072679,Felix,Kreis 10,Wipkingen,47.39278,8.53,Entire home/apt,185,3,25,2020-02-08,0.23,5,235,0,
644888,Big and bright duplex in the heart of Zurich,3228273,Violetta,Kreis 3,Sihlfeld,47.37821,8.50637,Private room,90,4,16,2023-08-14,0.11,1,257,0,
706972,NB2: good value 1-room apartment,3072679,Felix,Kreis 10,Wipkingen,47.39229,8.52951,Entire home/apt,134,3,8,2020-03-17,0.07,5,235,0,
706997,NB3: Beautiful 2-bedroom apartment,3072679,Felix,Kreis 10,Wipkingen,47.39364,8.5285,Entire home/apt,165,3,12,2019-05-31,0.08,5,235,0,
743035,Unique Home in the midst of Nature near Zuerich,3891818,Jacqueline,Kreis 3,Friesenberg,47.35491,8.48682,Entire home/apt,250,3,109,2024-10-08,0.76,1,99,8,
751660,Entire flat in a trendy area,3952536,Monica,Kreis 3,Sihlfeld,47.37531,8.51494,Entire home/apt,,2,126,2023-05-20,0.84,1,0,0,
815055,Quiet room in Zürich 5min to center,3693420,Nathalie,Kreis 2,Wollishofen,47.3366,8.53388,Private room,116,1,82,2023-07-03,0.56,1,90,0,
816887,Panoramic Views over Lake Zurich,1155866,Ysabel,Kreis 2,Wollishofen,47.335713,8.542109,Private room,116,2,38,2023-08-24,0.27,1,5,0,
898829,Top modernes Gästezimmer in Zürich Seebach,4797927,Pietro,Kreis 11,Seebach,47.42659,8.546569,Private room,63,1,337,2025-02-25,2.31,1,94,39,
944102,Guestroom & private bathroom,4230023,Benjamin & Jan,Kreis 12,Schwamendingen-Mitte,47.4017,8.5684,Private room,75,3,78,2024-04-04,0.54,1,22,1,
1002219,"Very central, large and luxurios",5441735,Alain,Kreis 7,Hottingen,47.37082,8.55081,Entire home/apt,,7,9,2019-07-27,0.06,1,17,0,
1028631,"Architect’s loft seen in magazines, Zurich center.",1145413,Jurgita,Kreis 4,Werd,47.37362,8.5233,Entire home/apt,431,4,93,2025-02-16,0.64,1,89,7,
1358424,2.5 room (68m2) Rooftop Attic with lake view,1951513,Denise,Kreis 8,Mühlebach,47.3644,8.54925,Entire home/apt,99,12,0,,,1,34,0,
1478873,Room in Duplex Apartment,7698073,Christos,Kreis 2,Enge,47.36063,8.53471,Private room,,1,74,2019-12-24,0.52,3,0,0,
1528138,Modern Appartement with own Garden,8152499,Fredy,Kreis 6,Unterstrass,47.39393,8.53442,Entire home/apt,143,3,75,2021-08-01,0.53,1,1,0,
1566319,Big terrace apartment close to Tiefenbrunen,7090119,Raichvarg,Kreis 8,Weinegg,47.35106,8.56784,Entire home/apt,270,5,2,2022-08-04,0.06,1,173,0,
1599790,room in a penthouse in Zurich,8527761,Ben,Kreis 11,Oerlikon,47.40808,8.55491,Private room,158,1,6,2019-07-04,0.05,1,365,0,
1637876,Spacious room near center and university,1275222,Yvonne,Kreis 7,Fluntern,47.38175,8.55171,Private room,73,2,570,2025-03-09,4.07,1,124,38,
1638930,Private room in center of Zurich,8699600,Ivo,Kreis 5,Gewerbeschule,47.38279,8.532,Private room,100,1,295,2024-01-06,2.10,1,8,0,
1738497,Full apt.  in most vibrant hood,9155256,Marcin Jakub,Kreis 4,Langstrasse,47.3809224,8.526627699999999,Entire home/apt,99,7,0,,,1,81,0,
1834747,Bedroom with double bed in a shared central apt,3387271,Rakesh,Kreis 1,Lindenhof,47.37313,8.53899,Private room,90,2,47,2024-10-13,0.35,1,36,8,
1859135,Wohnung in bester Lage Zürich,9700015,Esther,Kreis 7,Fluntern,47.37854,8.55935,Entire home/apt,,20,0,,,1,0,0,
1876794,Modern sunny Appartment,1599948,Bernd,Kreis 7,Hottingen,47.36853,8.55149,Entire home/apt,121,1,12,2023-07-16,0.09,2,179,0,
1880893,Sunny modern penthouse close to Bellevue/Lake,1599948,Bernd,Kreis 1,Hochschulen,47.36701,8.54944,Entire home/apt,115,1,19,2023-05-27,0.15,2,179,0,
1888122,Cozy Studio Zürich-City! Ideal for business trips,9758486,Sandy,Kreis 8,Mühlebach,47.3656,8.54874,Entire home/apt,90,6,20,2025-01-09,0.41,1,26,5,
1944658,Room in apartment of a woman only for a woman,620454,Reinhard,Kreis 6,Unterstrass,47.39289,8.53524,Private room,,7,22,2022-04-30,0.17,1,0,0,
1957786,"modern, urban & central apartment",7561419,Tobias,Kreis 4,Langstrasse,47.37733,8.53472,Entire home/apt,,21,27,2025-01-26,0.21,1,1,2,
1962016,A spacious space,9175734,Roland,Kreis 9,Altstetten,47.38122,8.49908,Private room,166,2,128,2024-09-15,0.95,1,357,5,
1982405,studio / home office  in a trendy quarter,5614354,Subas,Kreis 10,Wipkingen,47.39325,8.53188,Entire home/apt,87,26,53,2024-12-15,0.40,1,269,1,
1992345,Furnished apartment near the lake,1509492,Villa,Kreis 2,Wollishofen,47.33772,8.53953,Entire home/apt,200,5,2,2024-06-01,0.01,3,303,1,
2004128,Super central & cozy (+ family-friendly)!,8658139,Malin,Kreis 4,Werd,47.37043,8.52843,Entire home/apt,165,5,29,2023-08-09,0.21,1,67,0,
2019124,"New Modern Apartment, Great Area!",4387358,Mo & Angelika,Kreis 5,Escher Wyss,47.38797,8.5122,Entire home/apt,202,14,23,2023-08-26,0.17,3,326,0,
2021797,Roomy well-lit Private room Heart of Zurich,10379615,Josh,Kreis 3,Alt-Wiedikon,47.36249,8.52253,Private room,71,28,140,2024-12-22,1.02,2,109,2,
2045519,"Groundfloor Room i/Family Home Hottingen, Kreis 7",10487269,Christine,Kreis 7,Hottingen,47.36644,8.56301,Private room,48,7,91,2022-08-31,0.69,4,81,0,
2049847,"Balcony Room in FamilyHome Hottingen, Kreis 7",10487269,Christine,Kreis 7,Hottingen,47.36644,8.56301,Private room,52,14,107,2024-09-01,0.81,4,81,2,
2055920,Modern 5.5 Meter Celings City Center Flat!,4387358,Mo & Angelika,Kreis 5,Gewerbeschule,47.38153,8.5288,Entire home/apt,404,10,17,2024-11-10,0.13,3,211,2,
2073042,Bedroom i/Family Home ZüriHottingen,10487269,Christine,Kreis 7,Hottingen,47.36672,8.56401,Private room,51,14,62,2025-02-09,0.45,4,90,5,
2082084,Basic Well-lit Private Room Heart of Zurich,10379615,Josh,Kreis 3,Alt-Wiedikon,47.36431,8.52174,Private room,60,28,133,2025-01-11,0.98,2,273,7,
2470664,"Old-town, cozy 2 rooms flat, fully furnished",10651736,Alberto,Kreis 1,Rathaus,47.37452,8.54549,Entire home/apt,100,20,55,2024-09-21,0.41,2,201,4,
2579889,Mi Casa es su Casa,75558392,Filipa,Kreis 3,Alt-Wiedikon,47.36347,8.51845,Entire home/apt,110,1,664,2025-01-08,4.99,4,79,50,
2668952,Studio mit absoluter Traumaussicht (51),13570663,Christian Robert,Kreis 1,Lindenhof,47.37554,8.54207,Entire home/apt,99,3,482,2025-03-12,3.72,40,246,60,
2679799,Discover Zürich & relax comfortably,8061776,Salvia,Kreis 2,Wollishofen,47.3367,8.53347,Private room,76,2,171,2025-03-09,1.29,3,28,37,
2759581,Old-town 2 room flat with river view,10651736,Alberto,Kreis 1,Rathaus,47.37569,8.54465,Entire home/apt,115,20,53,2025-03-01,0.41,2,279,8,
2785626,Panoramic View of Zurich with 30sqm Terrace,10250756,Julie,Kreis 5,Escher Wyss,47.39022,8.51972,Entire home/apt,,5,49,2022-07-28,0.38,1,0,0,
2836559,Apartment in best location!,7014021,Jonathan,Kreis 1,Lindenhof,47.37274,8.54002,Entire home/apt,680,2,79,2025-01-01,0.60,1,284,8,
2852452,Centrally located 4-room apartment – a real gem!,9162952,Andreas,Kreis 6,Oberstrass,47.37753,8.54877,Entire home/apt,,14,16,2024-05-10,0.12,1,0,1,
2869081,Letzigrund Blue 4 Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.38644,8.50317,Entire home/apt,104,1,18,2020-01-06,0.15,98,292,0,
2869105,Letzigrund Green 4 Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.38644,8.50317,Entire home/apt,104,1,14,2023-12-17,0.12,98,204,0,
2869130,Letzigrund Yellow 5 Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.38644,8.50317,Entire home/apt,,1,6,2019-08-03,0.05,98,0,0,
2920505,N1 Apartment in the heart of Zurich,12886487,Stephanie,Kreis 1,Rathaus,47.37505,8.54372,Entire home/apt,136,1,31,2024-11-08,0.26,98,313,7,
2920543,N2 - Apartment in the Old Town,12886487,Stephanie,Kreis 1,Rathaus,47.37505,8.54372,Entire home/apt,139,1,46,2024-12-26,0.36,98,328,8,
2920590,ZH Bellevue 3 - HITrental Apartment Zürich,12886487,Stephanie,Kreis 8,Mühlebach,47.36427,8.54935,Entire home/apt,144,1,78,2025-03-05,0.63,98,237,10,
2920698,3 room apartment in a historic old town,12886487,Stephanie,Kreis 1,Rathaus,47.37468,8.54342,Entire home/apt,145,1,196,2025-02-27,1.53,98,333,44,
2920742,Gasse 3 - Charming 1 room apartment,12886487,Stephanie,Kreis 1,Rathaus,47.37468,8.54342,Entire home/apt,134,1,50,2025-03-16,0.39,98,305,5,
2920780,Hof 2 - Charming 1 room Studio,12886487,Stephanie,Kreis 1,Rathaus,47.37468,8.54342,Entire home/apt,135,1,49,2025-03-20,0.39,98,348,13,
2920806,Gasse 2 - Charming 1 room apartment,12886487,Stephanie,Kreis 1,Rathaus,47.37468,8.54342,Entire home/apt,139,1,7,2024-07-10,0.06,98,316,1,
2962635,Hof 3 - Charming 1 room Studio,12886487,Stephanie,Kreis 1,Rathaus,47.37468,8.54342,Entire home/apt,134,1,28,2024-10-27,0.22,98,323,3,
3209659,"Stadt Zürich , freundliches Zimmer (3)",19610180,Rossana,Kreis 9,Altstetten,47.3804,8.48076,Private room,68,30,33,2024-09-27,0.28,18,359,1,
3470221,"Studio Penthouse Apartment, Kieselgasse",17484617,Marie,Kreis 8,Mühlebach,47.35697,8.55664,Entire home/apt,168,3,4,2023-12-15,0.04,23,247,0,
3470708,"1-Bedroom Apartment Suite, Kieselgasse",17484617,Marie,Kreis 8,Mühlebach,47.35703,8.5567,Entire home/apt,202,3,11,2024-08-15,0.09,23,251,2,
3483175,"2-Bedroom Family Apartment, Kieselgasse",17484617,Marie,Kreis 8,Mühlebach,47.35578,8.5566,Entire home/apt,300,3,28,2022-08-30,0.22,23,244,0,
3487718,"1-Bedroom Apartment, Kieselgasse",17484617,Marie,Kreis 8,Mühlebach,47.35578,8.55666,Entire home/apt,,3,11,2022-11-15,0.09,23,216,0,
3631629,Central location next to the lake 2 room flat,18306611,Natalia,Kreis 8,Mühlebach,47.36455,8.54903,Entire home/apt,,6,55,2025-02-18,0.43,1,5,8,
3673115,Living in the heart of Zürich.,6225442,Gian,Kreis 4,Langstrasse,47.37551,8.53039,Private room,,20,7,2019-11-10,0.05,1,0,0,
3680581,Bright Airy Apt on Lake Zurich,4800368,Lizanne,Kreis 8,Seefeld,47.35603,8.55208,Entire home/apt,587,2,25,2023-07-03,0.19,1,364,0,
3682024,"A 3re, 2 bed room Zürich downtown",18715465,Joy,Kreis 7,Hottingen,47.36947,8.5569,Entire home/apt,170,3,60,2025-03-02,0.50,2,18,3,
3683319,B4  3bedroom in the heart of Zurich,18715465,Joy,Kreis 8,Weinegg,47.36231,8.55827,Entire home/apt,338,2,105,2023-06-11,0.86,2,87,0,
3813905,Stadt Zürich-kleines Studio,19610180,Rossana,Kreis 9,Altstetten,47.38055,8.48124,Entire home/apt,67,1,482,2025-02-28,4.09,18,281,68,
3857206,Stylish apartment in the centre of Zurich.,19898314,Katarína,Kreis 3,Alt-Wiedikon,47.36723,8.51917,Entire home/apt,450,14,15,2023-06-18,0.21,3,364,0,
3872298,beautiful luxury apartment...,20002991,Mars,Kreis 9,Altstetten,47.38965,8.49178,Entire home/apt,100,10,62,2024-12-24,0.48,1,219,5,
3890636,Stadt Zürich -Studio beim Albisriederplatz 4507,19610180,Rossana,Kreis 4,Hard,47.37997,8.50702,Entire home/apt,95,1,627,2025-02-08,4.87,18,350,46,
3941358,Trendy Studio at the best area !,13570663,Christian Robert,Kreis 8,Mühlebach,47.36365,8.54939,Entire home/apt,104,3,131,2024-08-12,1.02,40,365,1,
4145732,"Stadt Zürich-4101 helles Studio,Albisriederplatz",19610180,Rossana,Kreis 4,Hard,47.3800028,8.507072100000002,Entire home/apt,98,1,256,2024-12-31,2.05,18,84,32,
4195239,"Studio Apartment, Forchstrasse",17484617,Marie,Kreis 7,Hirslanden,47.36051,8.5649,Entire home/apt,127,3,36,2024-03-03,0.30,23,251,0,
4201898,"2-Bedroom Family Apartment, Forchstrasse",17484617,Marie,Kreis 7,Hirslanden,47.36051,8.5649,Entire home/apt,230,3,44,2023-12-15,0.37,23,253,0,
4202724,"Studio Apartment, Lindenstrasse",17484617,Marie,Kreis 8,Seefeld,47.35784,8.553,Entire home/apt,187,3,8,2021-11-14,0.06,23,242,0,
4222482,"1-Bedroom Apartment Suite, Lindenstrasse",17484617,Marie,Kreis 8,Seefeld,47.35784,8.553,Entire home/apt,218,3,5,2019-10-31,0.04,23,253,0,
4222657,"2-Bedroom Family Apartment, Lindenstrasse",17484617,Marie,Kreis 8,Seefeld,47.35784,8.553,Entire home/apt,374,3,31,2024-12-25,0.25,23,231,1,
4222997,"1-Bedroom Apartment, Nordstrasse",17484617,Marie,Kreis 6,Unterstrass,47.38368,8.53995,Entire home/apt,184,7,15,2024-07-12,0.12,23,101,2,
4246456,Mini-Musiker-Zimmer,21714165,Katie,Kreis 1,Rathaus,47.37136,8.54351,Private room,53,1,1298,2025-03-16,10.52,3,44,164,
4281532,"1-Bedroom Apartment Suite, Lindenstrasse",17484617,Marie,Kreis 8,Seefeld,47.35784,8.553,Entire home/apt,242,3,5,2024-12-29,0.04,23,20,2,
4290893,"1-Bedroom Apartment, Nordstrasse",17484617,Marie,Kreis 6,Unterstrass,47.38368,8.53995,Entire home/apt,184,7,6,2021-10-28,0.05,23,253,0,
4298448,Central to lake and train station,9068489,Duygu,Kreis 7,Hottingen,47.37379,8.56275,Private room,86,2,29,2024-09-30,0.24,2,363,7,
4298896,"Central garden flat, 3 bedrooms",9068489,Duygu,Kreis 7,Hottingen,47.37474,8.56254,Private room,270,1,2,2024-07-10,0.21,2,265,2,
4315829,Double bed room 2 Top of Zurich,22404783,Silvia,Kreis 7,Witikon,47.35655,8.59939,Private room,76,2,85,2025-02-04,0.72,3,311,9,
4368558,Modern spacious apartment,17455976,Simon,Kreis 4,Hard,47.38095,8.50514,Entire home/apt,115,100,2,2015-05-23,0.02,1,365,0,
4381761,Style&Large @Hip-Party-Area with HomeCinema.,1926619,Stefan,Kreis 4,Langstrasse,47.3767,8.52546,Entire home/apt,587,1,68,2024-09-29,0.70,1,306,3,
4413887,Zurich apartment,22911763,Greg,Kreis 8,Seefeld,47.36035,8.54788,Entire home/apt,,2,3,2015-03-06,0.02,1,0,0,
4425602,80 sqm. Your Urban Sanctuary. 10min to city centre,1006097,Franziska,Kreis 9,Altstetten,47.39234,8.4779,Entire home/apt,94,2,93,2025-01-04,0.76,1,326,9,
4425760,"Spacious, centrally located flat",2963607,Sandra,Kreis 6,Unterstrass,47.3901,8.53958,Entire home/apt,140,7,50,2025-02-20,0.40,1,24,11,
4460481,Cozy room & Sunny balcony in Zurich,12051025,Churyon,Kreis 9,Altstetten,47.38904,8.48716,Private room,58,3,123,2024-11-03,1.09,1,31,11,
4544512,1BR executive apartment Mainau 5,23561865,Dimi,Kreis 8,Seefeld,47.36025,8.54922,Entire home/apt,148,2,84,2025-03-03,0.70,122,0,33,
4666089,Modern & cosy room in the city center,2598633,Antonio,Kreis 5,Gewerbeschule,47.38573,8.52743,Private room,190,1,0,,,1,88,0,
4666318,"Bright and charming, in Zürich",3477312,Gisela,Kreis 3,Alt-Wiedikon,47.35997772216797,8.522051811218262,Entire home/apt,150,6,45,2024-07-13,0.38,1,339,2,
4748384,"1 Bedroom Serviced Apartment, Unterstrass",24506494,EMA House,Kreis 6,Unterstrass,47.38417,8.54212,Entire home/apt,281,2,20,2025-03-04,0.20,20,267,9,
4796892,Musiker-Unterkunft,21714165,Katie,Kreis 1,Rathaus,47.3714,8.54349,Private room,58,1,1125,2025-03-21,9.01,3,58,142,
4797373,Wirtewohnung,21714165,Katie,Kreis 1,Rathaus,47.3714,8.54349,Entire home/apt,156,1,478,2025-03-21,3.82,3,29,59,
4850468,Cosy 3.5 room apartment in Zurich,720175,Patrick,Kreis 11,Seebach,47.42615,8.54844,Entire home/apt,,5,1,2021-10-03,0.02,1,0,0,
4921250,charming flat in excellent location,25347589,Patricia,Kreis 6,Unterstrass,47.38637,8.54343,Entire home/apt,195,3,87,2023-06-16,0.72,1,94,0,
5000434,fully furnished flat / nearby ETH + Airport + City,7926514,Ruben,Kreis 11,Affoltern,47.41972,8.51008,Entire home/apt,82,10,39,2024-12-20,0.33,1,223,4,
5055921,3BR city flat near Bellevue! SF6,23561865,Dimi,Kreis 8,Seefeld,47.36398,8.54873,Entire home/apt,251,2,110,2025-02-22,0.92,122,0,22,
5081849,"Neues, zentral gelegenes Studio mit Küche & Dusche",3595908,Peter,Kreis 4,Langstrasse,47.3797,8.53599,Entire home/apt,109,4,34,2024-09-10,0.89,1,137,7,
5168505,Double room 1 Top of Zurich,22404783,Silvia,Kreis 7,Witikon,47.35687,8.59781,Private room,76,2,183,2025-02-09,1.50,3,261,11,
5208392,"1-Bedroom Apartment, Nordstrasse",17484617,Marie,Kreis 6,Unterstrass,47.38368,8.53995,Entire home/apt,205,7,7,2022-05-01,0.06,23,0,0,
5209282,Charming studio / old town UZ12,23561865,Dimi,Kreis 1,Rathaus,47.3718,8.54541,Entire home/apt,134,2,214,2025-02-22,1.75,122,10,37,
5210463,"1-Bedroom Apartment Suite, Lindenstrasse",17484617,Marie,Kreis 8,Seefeld,47.35784,8.553,Entire home/apt,242,3,3,2019-09-08,0.04,23,0,0,
5267443,Family apartment in Zurich,3845079,Tilke,Kreis 4,Werd,47.37013,8.5263,Entire home/apt,,5,25,2024-08-10,0.21,1,0,2,
5349018,"1-Bedroom Apartment, Kieselgasse",17484617,Marie,Kreis 8,Mühlebach,47.35578,8.55666,Entire home/apt,195,3,1,2016-10-19,0.01,23,36,0,
5349345,"1-Bedroom Apartment, Kieselgasse",17484617,Marie,Kreis 8,Mühlebach,47.35578,8.55666,Entire home/apt,217,3,3,2023-06-30,0.09,23,0,0,
5350564,"Studio Apartment, Forchstrasse",17484617,Marie,Kreis 7,Hirslanden,47.3605,8.56529,Entire home/apt,131,3,16,2022-12-05,0.13,23,243,0,
5350881,"Studio Apartment, Forchstrasse",17484617,Marie,Kreis 7,Hirslanden,47.3605,8.56529,Entire home/apt,131,3,16,2020-01-06,0.13,23,0,0,
5352022,Schöne Wohnung in Zürich,12980091,Fabienne,Kreis 10,Höngg,47.40583,8.47929,Entire home/apt,,7,0,,,1,0,0,
5378507,Private room in Oerlikon,18128386,Alessandro,Kreis 11,Oerlikon,47.41072,8.54479,Private room,57,7,0,,,1,89,0,
5483148,Living & Homeoffice with absolutely dream views !,13570663,Christian Robert,Kreis 1,Rathaus,47.37382,8.54228,Entire home/apt,88,3,454,2025-02-18,3.72,40,325,38,
5553853,Charmin Studio / old town UZ9,23561865,Dimi,Kreis 1,Rathaus,47.3718,8.54541,Entire home/apt,89,2,104,2025-03-10,0.87,122,0,1,
5609431,Cosy und ruhig,5247348,Cathy,Kreis 3,Alt-Wiedikon,47.36911,8.5086,Private room,,2,31,2023-08-27,0.26,1,0,0,
5687423,Great 2BR flat in the old town - Niederdorf,23561865,Dimi,Kreis 1,Rathaus,47.37286,8.54384,Entire home/apt,208,2,239,2025-03-19,2.25,122,12,30,
5744466,"3,5r family flat &practical located",8287735,Fuwa,Kreis 11,Seebach,47.41815,8.55864,Entire home/apt,140,3,144,2025-02-03,1.20,1,254,16,
5779827,ZURICH CITY LOFT!,24041926,Claus,Kreis 2,Enge,47.35965,8.52389,Entire home/apt,274,2,82,2024-06-25,0.70,1,172,3,
5819085,"Mitten in Zürich 3,5-Zimmer Jugendstilwohnung",2312822,Krisztina,Kreis 7,Hottingen,47.36803,8.55238,Entire home/apt,,21,1,2015-06-16,0.01,1,148,0,
6007128,"Sofa bed. Quiet, Safe, Clean",1371406,Jens,Kreis 11,Oerlikon,47.40464,8.55428,Private room,,2,94,2024-08-14,0.78,2,0,8,
6080762,"Charming, green & very close 2 city",22600456,Jana,Kreis 12,Hirzenbach,47.39872,8.58788,Entire home/apt,86,2,14,2019-07-28,0.12,1,74,0,
6099740,1BR apartment close to Bellevue (SF7),23561865,Dimi,Kreis 8,Mühlebach,47.36249,8.55061,Entire home/apt,140,2,103,2025-03-14,0.86,122,31,4,
6203434,Charmin Studio / old town UZ8,23561865,Dimi,Kreis 1,Rathaus,47.37079,8.54595,Entire home/apt,114,2,192,2025-01-26,1.63,122,0,4,
6293591,Cozy Studio for 3 with Roof terrace!,75558392,Filipa,Kreis 3,Alt-Wiedikon,47.36706,8.51947,Entire home/apt,104,1,496,2025-03-11,4.16,4,111,33,
6534203,Cosy and quiet studio close to city,32750738,Diana,Kreis 11,Affoltern,47.41322,8.52696,Entire home/apt,,3,65,2023-08-11,0.58,1,0,0,
6540490,Charming spacious bright & central!,34205281,Zoe,Kreis 7,Hottingen,47.37065,8.55371,Entire home/apt,150,3,32,2024-09-16,0.27,1,20,3,
6590086,einfaches Zimmer 1 Person / bei Anfrage 2,34472084,Räto,Kreis 9,Altstetten,47.38529,8.48208,Private room,,1,1,2024-07-11,0.12,1,0,1,
6641620,"Schöne sonnige Wohnung, Kreis 5",4290350,Vismaya,Kreis 5,Escher Wyss,47.39255293390499,8.507249720071504,Entire home/apt,55,22,0,,,1,155,0,
6669104,Exclusive Loft in Seefeld (Mühle),23561865,Dimi,Kreis 8,Mühlebach,47.35172,8.56133,Entire home/apt,149,3,45,2025-02-02,0.38,122,0,4,
6752793,Near University and ETH,24506658,Anka,Kreis 7,Fluntern,47.37905,8.55564,Private room,77,1,175,2025-03-07,1.48,1,76,29,
6857376,Attic Apartment Zurich City,34541936,Strahinja,Kreis 4,Hard,47.37792,8.51425,Entire home/apt,170,1,498,2025-03-09,5.58,11,31,56,
6858968,Cosy flat with home-office  in charming Seefeld,773469,Cécile,Kreis 8,Mühlebach,47.36555,8.54881,Entire home/apt,190,5,17,2024-09-25,0.14,1,352,1,
6862908,Maisonette flat / old town (UZ10),23561865,Dimi,Kreis 1,Rathaus,47.37285,8.54585,Entire home/apt,284,2,146,2025-03-16,1.56,122,2,51,
6996487,Comfortable Room in a Shared House,36591564,Daniela,Kreis 6,Oberstrass,47.39312,8.55122,Private room,540,3,0,,,1,365,0,
7232723,Luxury Apartment w Roof Top Terrace,5470758,Branca,Kreis 1,Hochschulen,47.37789,8.54338,Entire home/apt,350,3,9,2018-08-17,0.08,1,296,0,
7551201,Cosy place with spacious terrace,4895760,Johannes,Kreis 8,Mühlebach,47.35355,8.55998,Entire home/apt,,2,183,2024-12-15,1.58,1,0,14,
7589458,城市中心1号Oerlikon Bahnhof,39800475,Jun,Kreis 11,Oerlikon,47.41202,8.54668,Private room,65,1,215,2025-03-13,5.00,2,344,54,
7599396,"Big and comfortable flat, centrally located",9176822,Ferrat,Kreis 4,Hard,47.37571,8.517,Entire home/apt,163,7,13,2024-07-14,0.11,2,89,2,
7613086,苏黎世火车站2号Oerlikon  bahnhof,39800475,Jun,Kreis 11,Oerlikon,47.40874,8.54407,Private room,66,1,173,2025-02-25,1.48,2,333,34,
7646490,Brand New Cozy Loft,4387358,Mo & Angelika,Kreis 9,Altstetten,47.38479,8.49355,Entire home/apt,138,14,18,2019-11-04,0.15,3,365,0,
7673299,Stadt Zürich- freundliches Zimmer (2),19610180,Rossana,Kreis 9,Altstetten,47.38086,8.4819,Private room,73,30,71,2025-01-28,0.61,18,357,12,
7673510,Stadt Zürich-kleines Zimmer (1)  in Gästehaus,19610180,Rossana,Kreis 9,Altstetten,47.38002,8.48089,Private room,42,30,81,2025-02-07,0.69,18,296,7,
7726353,Beautiful & modern app - centre!,40598152,Patricia,Kreis 5,Escher Wyss,47.38771,8.51415,Entire home/apt,149,3,22,2024-09-20,0.20,1,306,9,
7737458,Garden Studio Apartment 2,40667302,Peter/Engin,Kreis 7,Fluntern,47.37749,8.56042,Entire home/apt,192,2,19,2023-09-30,0.16,14,356,0,
7739547,Garden Studio Apartment 1,40667302,Peter/Engin,Kreis 7,Fluntern,47.37895,8.55839,Entire home/apt,192,2,44,2024-07-19,0.38,14,312,1,
7741739,Zurlinden Studio Apartment 1,40667302,Peter/Engin,Kreis 4,Hard,47.37765,8.51169,Entire home/apt,158,5,8,2023-08-06,0.07,14,365,0,
7746167,"Big & comfi 25m2 private room, centrally located",9176822,Ferrat,Kreis 3,Sihlfeld,47.37398,8.51586,Private room,86,7,44,2024-09-29,0.38,2,179,1,
7756218,Room 4 Double room with a balcony,40667302,Peter/Engin,Kreis 7,Fluntern,47.37753,8.56021,Private room,96,1,23,2023-12-25,0.22,14,303,0,
7841685,Amazing oldtown location by Airhome,475053,James,Kreis 1,Rathaus,47.37137,8.54428,Entire home/apt,,1,109,2024-12-08,0.94,14,346,12,
8093940,Room 9  Double room on Zuriberg Toblerplatz,40667302,Peter/Engin,Kreis 7,Fluntern,47.37745,8.55867,Private room,109,2,37,2024-08-04,0.34,14,266,1,
8094116,Room 8 Double room with a view,40667302,Peter/Engin,Kreis 7,Fluntern,47.37913,8.5601,Private room,104,1,23,2024-01-31,0.23,14,339,0,
8158459,Charming Studio / Old town (UZ7),23561865,Dimi,Kreis 1,Rathaus,47.3718,8.54541,Entire home/apt,121,2,184,2025-03-15,1.59,122,95,26,
8169064,Quiet Room in Penthouse Kreis 7,43111694,Susanna,Kreis 7,Witikon,47.357601,8.59931,Private room,43,28,28,2024-02-26,0.25,16,101,0,
8263299,Kreis 7 - Quiet Double Room in Penthouse,43111694,Susanna,Kreis 7,Witikon,47.357601,8.59931,Private room,51,28,7,2023-04-28,0.06,16,49,0,
